True Label,0,1,2,3
0,100.0,0.0,0.0,0.0
1,0.0,99.05660377358491,0.9433962264150944,0.0
2,0.0,0.9433962264150944,99.05660377358491,0.0
3,0.0,0.0,0.0,100.0
